t,x,y,z,roll,pitch,yaw,vx,vy,vz,wx,wy,wz
5.624000,0.91483335,0.00000138,0.53482487,-0.00000004,0.00004513,-0.00000009,0.08116881,0.00000024,0.00026164,-0.00000011,-0.00527028,0.00000019
5.626000,0.91499565,0.00000138,0.53482539,-0.00000004,0.00003456,-0.00000009,0.08110728,0.00000024,0.00026137,-0.00000011,-0.00532264,0.00000019
5.628000,0.91515784,0.00000138,0.53482592,-0.00000004,0.00002389,-0.00000009,0.08104590,0.00000024,0.00026106,-0.00000011,-0.00537361,0.00000020
5.630000,0.91531990,0.00000138,0.53482644,-0.00000004,0.00001312,-0.00000009,0.08098468,0.00000024,0.00026074,-0.00000011,-0.00542319,0.00000021
5.632000,0.91548184,0.00000139,0.53482696,-0.00000004,0.00000225,-0.00000009,0.08092360,0.00000024,0.00026038,-0.00000010,-0.00547140,0.00000021
5.634000,0.91564365,0.00000139,0.53482748,-0.00000004,-0.00000872,-0.00000009,0.08086264,0.00000024,0.00026000,-0.00000010,-0.00551823,0.00000022
5.636000,0.91580535,0.00000139,0.53482800,-0.00000004,-0.00001978,-0.00000009,0.08080179,0.00000024,0.00025959,-0.00000010,-0.00556369,0.00000022
5.638000,0.91596692,0.00000139,0.53482852,-0.00000004,-0.00003093,-0.00000009,0.08074105,0.00000024,0.00025915,-0.00000010,-0.00560778,0.00000023
5.640000,0.91612837,0.00000139,0.53482904,-0.00000004,-0.00004217,-0.00000009,0.08068039,0.00000024,0.00025869,-0.00000010,-0.00565050,0.00000023
5.642000,0.91628970,0.00000139,0.53482955,-0.00000004,-0.00005349,-0.00000009,0.08061981,0.00000024,0.00025821,-0.00000010,-0.00569186,0.00000024
5.644000,0.91645091,0.00000139,0.53483007,-0.00000004,-0.00006489,-0.00000009,0.08055930,0.00000024,0.00025770,-0.00000009,-0.00573186,0.00000025
5.646000,0.91661200,0.00000139,0.53483058,-0.00000004,-0.00007638,-0.00000009,0.08049884,0.00000024,0.00025717,-0.00000009,-0.00577051,0.00000025
5.648000,0.91677297,0.00000139,0.53483110,-0.00000004,-0.00008794,-0.00000009,0.08043842,0.00000024,0.00025661,-0.00000009,-0.00580781,0.00000026
5.650000,0.91693381,0.00000139,0.53483161,-0.00000004,-0.00009957,-0.00000008,0.08037803,0.00000024,0.00025603,-0.00000009,-0.00584377,0.00000026
5.652000,0.91709454,0.00000139,0.53483212,-0.00000004,-0.00011127,-0.00000008,0.08031766,0.00000024,0.00025543,-0.00000009,-0.00587839,0.00000027
5.654000,0.91725515,0.00000139,0.53483263,-0.00000004,-0.00012305,-0.00000008,0.08025730,0.00000024,0.00025481,-0.00000009,-0.00591167,0.00000027
5.656000,0.91741563,0.00000139,0.53483314,-0.00000004,-0.00013489,-0.00000008,0.08019694,0.00000024,0.00025417,-0.00000008,-0.00594362,0.00000027
5.658000,0.91757599,0.00000139,0.53483365,-0.00000004,-0.00014679,-0.00000008,0.08013655,0.00000024,0.00025350,-0.00000008,-0.00597425,0.00000028
5.660000,0.91773624,0.00000139,0.53483416,-0.00000004,-0.00015875,-0.00000008,0.08007615,0.00000024,0.00025282,-0.00000008,-0.00600355,0.00000028
5.662000,0.91789636,0.00000139,0.53483466,-0.00000004,-0.00017077,-0.00000008,0.08001570,0.00000024,0.00025211,-0.00000008,-0.00603154,0.00000029
5.664000,0.91805636,0.00000139,0.53483517,-0.00000004,-0.00018285,-0.00000008,0.07995521,0.00000024,0.00025139,-0.00000008,-0.00605823,0.00000029
5.666000,0.91821624,0.00000139,0.53483567,-0.00000004,-0.00019498,-0.00000008,0.07989466,0.00000024,0.00025065,-0.00000007,-0.00608360,0.00000030
5.668000,0.91837600,0.00000139,0.53483617,-0.00000004,-0.00020716,-0.00000008,0.07983404,0.00000024,0.00024989,-0.00000007,-0.00610768,0.00000030
5.670000,0.91853564,0.00000139,0.53483667,-0.00000004,-0.00021939,-0.00000008,0.07977333,0.00000024,0.00024911,-0.00000007,-0.00613047,0.00000030
5.672000,0.91869515,0.00000139,0.53483717,-0.00000004,-0.00023166,-0.00000008,0.07971254,0.00000024,0.00024832,-0.00000007,-0.00615198,0.00000031
5.674000,0.91885455,0.00000140,0.53483766,-0.00000004,-0.00024397,-0.00000008,0.07965165,0.00000024,0.00024751,-0.00000007,-0.00617220,0.00000031
5.676000,0.91901382,0.00000140,0.53483816,-0.00000004,-0.00025633,-0.00000008,0.07959064,0.00000024,0.00024668,-0.00000006,-0.00619114,0.00000031
5.678000,0.91917297,0.00000140,0.53483865,-0.00000004,-0.00026872,-0.00000008,0.07952952,0.00000024,0.00024583,-0.00000006,-0.00620882,0.00000032
5.680000,0.91933200,0.00000140,0.53483914,-0.00000004,-0.00028114,-0.00000008,0.07946826,0.00000024,0.00024497,-0.00000006,-0.00622524,0.00000032
5.682000,0.91949091,0.00000140,0.53483963,-0.00000004,-0.00029360,-0.00000008,0.07940686,0.00000024,0.00024410,-0.00000006,-0.00624041,0.00000032
5.684000,0.91964969,0.00000140,0.53484012,-0.00000004,-0.00030609,-0.00000007,0.07934531,0.00000023,0.00024321,-0.00000006,-0.00625432,0.00000033
5.686000,0.91980835,0.00000140,0.53484061,-0.00000004,-0.00031861,-0.00000007,0.07928360,0.00000023,0.00024230,-0.00000005,-0.00626699,0.00000033
5.688000,0.91996688,0.00000140,0.53484109,-0.00000004,-0.00033115,-0.00000007,0.07922171,0.00000023,0.00024138,-0.00000005,-0.00627843,0.00000033
5.690000,0.92012530,0.00000140,0.53484157,-0.00000004,-0.00034371,-0.00000007,0.07915965,0.00000023,0.00024045,-0.00000005,-0.00628864,0.00000034
5.692000,0.92028358,0.00000140,0.53484205,-0.00000004,-0.00035629,-0.00000007,0.07909740,0.00000023,0.00023951,-0.00000005,-0.00629763,0.00000034
5.694000,0.92044175,0.00000140,0.53484253,-0.00000004,-0.00036889,-0.00000007,0.07903495,0.00000023,0.00023855,-0.00000004,-0.00630540,0.00000034
5.696000,0.92059979,0.00000140,0.53484301,-0.00000004,-0.00038150,-0.00000007,0.07897230,0.00000023,0.00023758,-0.00000004,-0.00631197,0.00000034
5.698000,0.92075770,0.00000140,0.53484348,-0.00000004,-0.00039413,-0.00000007,0.07890943,0.00000023,0.00023660,-0.00000004,-0.00631733,0.00000035
5.700000,0.92091549,0.00000140,0.53484396,-0.00000004,-0.00040677,-0.00000007,0.07884633,0.00000023,0.00023560,-0.00000004,-0.00632151,0.00000035
5.702000,0.92107315,0.00000140,0.53484443,-0.00000004,-0.00041941,-0.00000007,0.07878301,0.00000023,0.00023460,-0.00000003,-0.00632450,0.00000035
5.704000,0.92123068,0.00000140,0.53484489,-0.00000004,-0.00043206,-0.00000007,0.07871944,0.00000023,0.00023358,-0.00000003,-0.00632631,0.00000035
5.706000,0.92138809,0.00000140,0.53484536,-0.00000004,-0.00044471,-0.00000007,0.07865562,0.00000023,0.00023255,-0.00000003,-0.00632696,0.00000036
5.708000,0.92154537,0.00000140,0.53484583,-0.00000004,-0.00045737,-0.00000007,0.07859154,0.00000023,0.00023152,-0.00000003,-0.00632644,0.00000036
5.710000,0.92170252,0.00000140,0.53484629,-0.00000004,-0.00047002,-0.00000007,0.07852720,0.00000023,0.00023047,-0.00000002,-0.00632477,0.00000036
5.712000,0.92185954,0.00000140,0.53484675,-0.00000004,-0.00048267,-0.00000006,0.07846258,0.00000023,0.00022941,-0.00000002,-0.00632196,0.00000036
5.714000,0.92201644,0.00000140,0.53484721,-0.00000004,-0.00049531,-0.00000006,0.07839768,0.00000023,0.00022835,-0.00000002,-0.00631801,0.00000037
5.716000,0.92217320,0.00000141,0.53484766,-0.00000004,-0.00050794,-0.00000006,0.07833249,0.00000023,0.00022727,-0.00000002,-0.00631294,0.00000037
5.718000,0.92232983,0.00000141,0.53484812,-0.00000004,-0.00052057,-0.00000006,0.07826701,0.00000023,0.00022619,-0.00000001,-0.00630674,0.00000037
5.720000,0.92248633,0.00000141,0.53484857,-0.00000004,-0.00053318,-0.00000006,0.07820122,0.00000023,0.00022509,-0.00000001,-0.00629944,0.00000037
5.722000,0.92264270,0.00000141,0.53484902,-0.00000004,-0.00054577,-0.00000006,0.07813512,0.00000023,0.00022399,-0.00000001,-0.00629103,0.00000037
5.724000,0.92279894,0.00000141,0.53484947,-0.00000004,-0.00055835,-0.00000006,0.07806871,0.00000023,0.00022289,-0.00000001,-0.00628154,0.00000037
5.726000,0.92295504,0.00000141,0.53484991,-0.00000004,-0.00057091,-0.00000006,0.07800197,0.00000022,0.00022177,-0.00000000,-0.00627096,0.00000038
5.728000,0.92311101,0.00000141,0.53485035,-0.00000004,-0.00058344,-0.00000006,0.07793489,0.00000022,0.00022065,-0.00000000,-0.00625931,0.00000038
5.730000,0.92326685,0.00000141,0.53485080,-0.00000004,-0.00059596,-0.00000006,0.07786748,0.00000022,0.00021952,0.00000000,-0.00624660,0.00000038
5.732000,0.92342255,0.00000141,0.53485123,-0.00000004,-0.00060844,-0.00000006,0.07779973,0.00000022,0.00021838,0.00000000,-0.00623284,0.00000038
5.734000,0.92357812,0.00000141,0.53485167,-0.00000004,-0.00062090,-0.00000006,0.07773162,0.00000022,0.00021724,0.00000001,-0.00621803,0.00000038
5.736000,0.92373354,0.00000141,0.53485210,-0.00000004,-0.00063333,-0.00000006,0.07766316,0.00000022,0.00021609,0.00000001,-0.00620220,0.00000038
5.738000,0.92388884,0.00000141,0.53485254,-0.00000004,-0.00064572,-0.00000006,0.07759434,0.00000022,0.00021493,0.00000001,-0.00618535,0.00000039
5.740000,0.92404399,0.00000141,0.53485296,-0.00000004,-0.00065809,-0.00000005,0.07752514,0.00000022,0.00021377,0.00000001,-0.00616748,0.00000039
5.742000,0.92419901,0.00000141,0.53485339,-0.00000004,-0.00067041,-0.00000005,0.07745558,0.00000022,0.00021261,0.00000002,-0.00614863,0.00000039
5.744000,0.92435388,0.00000141,0.53485382,-0.00000004,-0.00068270,-0.00000005,0.07738563,0.00000022,0.00021143,0.00000002,-0.00612878,0.00000039
5.746000,0.92450862,0.00000141,0.53485424,-0.00000004,-0.00069495,-0.00000005,0.07731529,0.00000022,0.00021026,0.00000002,-0.00610797,0.00000039
5.748000,0.92466321,0.00000141,0.53485466,-0.00000004,-0.00070715,-0.00000005,0.07724457,0.00000022,0.00020908,0.00000002,-0.00608620,0.00000039
5.750000,0.92481767,0.00000141,0.53485508,-0.00000004,-0.00071931,-0.00000005,0.07717345,0.00000022,0.00020789,0.00000003,-0.00606348,0.00000040
5.752000,0.92497198,0.00000141,0.53485549,-0.00000004,-0.00073143,-0.00000005,0.07710192,0.00000022,0.00020670,0.00000003,-0.00603982,0.00000040
5.754000,0.92512615,0.00000141,0.53485590,-0.00000004,-0.00074350,-0.00000005,0.07702999,0.00000022,0.00020551,0.00000003,-0.00601525,0.00000040
5.756000,0.92528017,0.00000141,0.53485631,-0.00000004,-0.00075551,-0.00000005,0.07695765,0.00000021,0.00020431,0.00000004,-0.00598977,0.00000040
5.758000,0.92543405,0.00000141,0.53485672,-0.00000004,-0.00076748,-0.00000005,0.07688489,0.00000021,0.00020311,0.00000004,-0.00596341,0.00000040
5.760000,0.92558778,0.00000141,0.53485713,-0.00000004,-0.00077939,-0.00000005,0.07681172,0.00000021,0.00020190,0.00000004,-0.00593616,0.00000040
5.762000,0.92574137,0.00000142,0.53485753,-0.00000004,-0.00079125,-0.00000005,0.07673811,0.00000021,0.00020069,0.00000004,-0.00590806,0.00000041
5.764000,0.92589481,0.00000142,0.53485793,-0.00000004,-0.00080305,-0.00000004,0.07666407,0.00000021,0.00019948,0.00000005,-0.00587912,0.00000041
5.766000,0.92604810,0.00000142,0.53485833,-0.00000004,-0.00081480,-0.00000004,0.07658960,0.00000021,0.00019827,0.00000005,-0.00584935,0.00000041
5.768000,0.92620124,0.00000142,0.53485873,-0.00000004,-0.00082648,-0.00000004,0.07651469,0.00000021,0.00019705,0.00000005,-0.00581877,0.00000041
5.770000,0.92635423,0.00000142,0.53485912,-0.00000004,-0.00083810,-0.00000004,0.07643933,0.00000021,0.00019584,0.00000005,-0.00578739,0.00000041
5.772000,0.92650707,0.00000142,0.53485951,-0.00000004,-0.00084966,-0.00000004,0.07636353,0.00000021,0.00019462,0.00000006,-0.00575525,0.00000041
5.774000,0.92665976,0.00000142,0.53485990,-0.00000004,-0.00086116,-0.00000004,0.07628726,0.00000021,0.00019340,0.00000006,-0.00572235,0.00000042
5.776000,0.92681230,0.00000142,0.53486029,-0.00000004,-0.00087258,-0.00000004,0.07621054,0.00000021,0.00019218,0.00000006,-0.00568871,0.00000042
5.778000,0.92696468,0.00000142,0.53486067,-0.00000004,-0.00088394,-0.00000004,0.07613336,0.00000021,0.00019096,0.00000007,-0.00565437,0.00000042
5.780000,0.92711691,0.00000142,0.53486105,-0.00000004,-0.00089524,-0.00000004,0.07605570,0.00000020,0.00018973,0.00000007,-0.00561932,0.00000042
5.782000,0.92726898,0.00000142,0.53486143,-0.00000004,-0.00090646,-0.00000004,0.07597758,0.00000020,0.00018851,0.00000007,-0.00558360,0.00000042
5.784000,0.92742090,0.00000142,0.53486181,-0.00000004,-0.00091761,-0.00000004,0.07589897,0.00000020,0.00018729,0.00000007,-0.00554723,0.00000043
5.786000,0.92757266,0.00000142,0.53486218,-0.00000004,-0.00092868,-0.00000004,0.07581987,0.00000020,0.00018607,0.00000008,-0.00551023,0.00000043
5.788000,0.92772426,0.00000142,0.53486255,-0.00000004,-0.00093968,-0.00000003,0.07574029,0.00000020,0.00018485,0.00000008,-0.00547263,0.00000043
5.790000,0.92787570,0.00000142,0.53486292,-0.00000004,-0.00095061,-0.00000003,0.07566021,0.00000020,0.00018363,0.00000008,-0.00543444,0.00000043
5.792000,0.92802698,0.00000142,0.53486329,-0.00000004,-0.00096146,-0.00000003,0.07557962,0.00000020,0.00018241,0.00000008,-0.00539569,0.00000044
5.794000,0.92817810,0.00000142,0.53486365,-0.00000004,-0.00097223,-0.00000003,0.07549853,0.00000020,0.00018120,0.00000009,-0.00535640,0.00000044
5.796000,0.92832905,0.00000142,0.53486401,-0.00000004,-0.00098292,-0.00000003,0.07541692,0.00000020,0.00017999,0.00000009,-0.00531659,0.00000044
5.798000,0.92847984,0.00000142,0.53486437,-0.00000004,-0.00099354,-0.00000003,0.07533478,0.00000020,0.00017879,0.00000009,-0.00527630,0.00000044
5.800000,0.92863047,0.00000142,0.53486473,-0.00000004,-0.00100407,-0.00000003,0.07525211,0.00000020,0.00017759,0.00000009,-0.00523554,0.00000045
5.802000,0.92878094,0.00000142,0.53486508,-0.00000004,-0.00101452,-0.00000003,0.07516890,0.00000020,0.00017639,0.00000010,-0.00519434,0.00000045
5.804000,0.92893123,0.00000142,0.53486544,-0.00000004,-0.00102489,-0.00000003,0.07508513,0.00000019,0.00017520,0.00000010,-0.00515272,0.00000045
5.806000,0.92908136,0.00000142,0.53486579,-0.00000004,-0.00103517,-0.00000003,0.07500080,0.00000019,0.00017402,0.00000010,-0.00511071,0.00000045
5.808000,0.92923132,0.00000142,0.53486613,-0.00000004,-0.00104537,-0.00000003,0.07491590,0.00000019,0.00017285,0.00000010,-0.00506832,0.00000046
5.810000,0.92938111,0.00000142,0.53486648,-0.00000004,-0.00105549,-0.00000003,0.07483041,0.00000019,0.00017168,0.00000011,-0.00502558,0.00000046
5.812000,0.92953073,0.00000143,0.53486682,-0.00000004,-0.00106552,-0.00000002,0.07474432,0.00000019,0.00017053,0.00000011,-0.00498251,0.00000046
5.814000,0.92968017,0.00000143,0.53486716,-0.00000004,-0.00107546,-0.00000002,0.07465762,0.00000019,0.00016938,0.00000011,-0.00493912,0.00000047
5.816000,0.92982944,0.00000143,0.53486750,-0.00000004,-0.00108532,-0.00000002,0.07457028,0.00000019,0.00016825,0.00000012,-0.00489544,0.00000047
5.818000,0.92997854,0.00000143,0.53486784,-0.00000004,-0.00109509,-0.00000002,0.07448229,0.00000019,0.00016713,0.00000012,-0.00485146,0.00000047
5.820000,0.93012746,0.00000143,0.53486817,-0.00000004,-0.00110477,-0.00000002,0.07439363,0.00000019,0.00016603,0.00000012,-0.00480722,0.00000047
5.822000,0.93027620,0.00000143,0.53486850,-0.00000004,-0.00111436,-0.00000002,0.07430427,0.00000019,0.00016494,0.00000012,-0.00476270,0.00000048
5.824000,0.93042477,0.00000143,0.53486883,-0.00000004,-0.00112386,-0.00000002,0.07421420,0.00000019,0.00016387,0.00000012,-0.00471791,0.00000048
5.826000,0.93057315,0.00000143,0.53486916,-0.00000004,-0.00113328,-0.00000002,0.07412338,0.00000018,0.00016283,0.00000013,-0.00467285,0.00000048
5.828000,0.93072135,0.00000143,0.53486948,-0.00000004,-0.00114260,-0.00000002,0.07403179,0.00000018,0.00016180,0.00000013,-0.00462751,0.00000049
5.830000,0.93086937,0.00000143,0.53486981,-0.00000004,-0.00115183,-0.00000002,0.07393939,0.00000018,0.00016080,0.00000013,-0.00458186,0.00000049
5.832000,0.93101720,0.00000143,0.53487013,-0.00000004,-0.00116097,-0.00000001,0.07384614,0.00000018,0.00015983,0.00000013,-0.00453588,0.00000049
5.834000,0.93116485,0.00000143,0.53487045,-0.00000004,-0.00117002,-0.00000001,0.07375200,0.00000018,0.00015888,0.00000014,-0.00448954,0.00000049
5.836000,0.93131230,0.00000143,0.53487076,-0.00000004,-0.00117898,-0.00000001,0.07365692,0.00000018,0.00015797,0.00000014,-0.00444277,0.00000049
5.838000,0.93145957,0.00000143,0.53487108,-0.00000004,-0.00118784,-0.00000001,0.07356086,0.00000018,0.00015709,0.00000014,-0.00439552,0.00000049
5.840000,0.93160664,0.00000143,0.53487139,-0.00000004,-0.00119661,-0.00000001,0.07346379,0.00000018,0.00015624,0.00000014,-0.00434777,0.00000050
5.842000,0.93175352,0.00000143,0.53487171,-0.00000004,-0.00120528,-0.00000001,0.07336589,0.00000018,0.00015529,0.00000014,-0.00429987,0.00000050
5.844000,0.93190020,0.00000143,0.53487202,-0.00000004,-0.00121385,-0.00000001,0.07326744,0.00000018,0.00015428,0.00000015,-0.00425235,0.00000050
5.846000,0.93204669,0.00000143,0.53487232,-0.00000004,-0.00122233,-0.00000001,0.07316850,0.00000018,0.00015330,0.00000015,-0.00420536,0.00000050
5.848000,0.93219298,0.00000143,0.53487263,-0.00000004,-0.00123072,-0.00000001,0.07306902,0.00000018,0.00015235,0.00000015,-0.00415882,0.00000050
5.850000,0.93233906,0.00000143,0.53487293,-0.00000004,-0.00123902,-0.00000001,0.07296893,0.00000017,0.00015143,0.00000015,-0.00411267,0.00000050
5.852000,0.93248495,0.00000143,0.53487324,-0.00000004,-0.00124722,-0.00000000,0.07286819,0.00000017,0.00015054,0.00000015,-0.00406683,0.00000050
5.854000,0.93263064,0.00000143,0.53487354,-0.00000003,-0.00125533,-0.00000000,0.07276672,0.00000017,0.00014970,0.00000016,-0.00402122,0.00000050
5.856000,0.93277612,0.00000143,0.53487384,-0.00000003,-0.00126335,-0.00000000,0.07266446,0.00000017,0.00014889,0.00000016,-0.00397576,0.00000050
5.858000,0.93292140,0.00000143,0.53487413,-0.00000003,-0.00127128,-0.00000000,0.07256134,0.00000017,0.00014813,0.00000016,-0.00393037,0.00000050
5.860000,0.93306647,0.00000143,0.53487443,-0.00000003,-0.00127912,-0.00000000,0.07245729,0.00000017,0.00014742,0.00000016,-0.00388492,0.00000050
5.862000,0.93321133,0.00000143,0.53487472,-0.00000003,-0.00128686,0.00000000,0.07235222,0.00000017,0.00014676,0.00000016,-0.00383932,0.00000050
5.864000,0.93335598,0.00000143,0.53487502,-0.00000003,-0.00129452,0.00000000,0.07224603,0.00000017,0.00014616,0.00000016,-0.00379341,0.00000050
5.866000,0.93350042,0.00000144,0.53487531,-0.00000003,-0.00130208,0.00000000,0.07213863,0.00000017,0.00014563,0.00000017,-0.00374704,0.00000050
5.868000,0.93364464,0.00000144,0.53487560,-0.00000003,-0.00130955,0.00000000,0.07202997,0.00000017,0.00014513,0.00000017,-0.00370010,0.00000050
5.870000,0.93378865,0.00000144,0.53487589,-0.00000003,-0.00131693,0.00000000,0.07192019,0.00000017,0.00014458,0.00000017,-0.00365290,0.00000050
5.872000,0.93393243,0.00000144,0.53487618,-0.00000003,-0.00132421,0.00000001,0.07180962,0.00000017,0.00014394,0.00000017,-0.00360600,0.00000050
5.874000,0.93407600,0.00000144,0.53487647,-0.00000003,-0.00133140,0.00000001,0.07169850,0.00000017,0.00014325,0.00000017,-0.00355989,0.00000049
5.876000,0.93421934,0.00000144,0.53487675,-0.00000003,-0.00133850,0.00000001,0.07158687,0.00000016,0.00014261,0.00000017,-0.00351465,0.00000049
5.878000,0.93436246,0.00000144,0.53487704,-0.00000003,-0.00134550,0.00000001,0.07147463,0.00000016,0.00014202,0.00000018,-0.00347009,0.00000049
5.880000,0.93450535,0.00000144,0.53487732,-0.00000003,-0.00135242,0.00000001,0.07136166,0.00000016,0.00014150,0.00000018,-0.00342601,0.00000049
5.882000,0.93464802,0.00000144,0.53487760,-0.00000003,-0.00135925,0.00000001,0.07124785,0.00000016,0.00014104,0.00000018,-0.00338221,0.00000048
5.884000,0.93479045,0.00000144,0.53487789,-0.00000003,-0.00136600,0.00000001,0.07113306,0.00000016,0.00014065,0.00000018,-0.00333846,0.00000048
5.886000,0.93493266,0.00000144,0.53487817,-0.00000003,-0.00137265,0.00000001,0.07101717,0.00000016,0.00014034,0.00000018,-0.00329453,0.00000048
5.888000,0.93507464,0.00000144,0.53487845,-0.00000003,-0.00137922,0.00000001,0.07090003,0.00000016,0.00014012,0.00000018,-0.00325017,0.00000047
5.890000,0.93521638,0.00000144,0.53487873,-0.00000003,-0.00138570,0.00000001,0.07078165,0.00000016,0.00013989,0.00000018,-0.00320537,0.00000047
5.892000,0.93535788,0.00000144,0.53487901,-0.00000003,-0.00139208,0.00000001,0.07066230,0.00000016,0.00013959,0.00000018,-0.00316060,0.00000046
5.894000,0.93549915,0.00000144,0.53487929,-0.00000003,-0.00139838,0.00000002,0.07054229,0.00000016,0.00013922,0.00000018,-0.00311643,0.00000046
5.896000,0.93564017,0.00000144,0.53487956,-0.00000003,-0.00140459,0.00000002,0.07042187,0.00000016,0.00013879,0.00000019,-0.00307331,0.00000045
5.898000,0.93578096,0.00000144,0.53487984,-0.00000003,-0.00141072,0.00000002,0.07030105,0.00000016,0.00013842,0.00000019,-0.00303127,0.00000045
5.900000,0.93592150,0.00000144,0.53488012,-0.00000003,-0.00141676,0.00000002,0.07017968,0.00000016,0.00013813,0.00000019,-0.00299003,0.00000044
5.902000,0.93606180,0.00000144,0.53488039,-0.00000003,-0.00142272,0.00000002,0.07005762,0.00000016,0.00013791,0.00000019,-0.00294931,0.00000044
5.904000,0.93620185,0.00000144,0.53488067,-0.00000003,-0.00142860,0.00000002,0.06993471,0.00000016,0.00013777,0.00000019,-0.00290882,0.00000043
5.906000,0.93634166,0.00000144,0.53488095,-0.00000003,-0.00143440,0.00000002,0.06981076,0.00000015,0.00013772,0.00000019,-0.00286823,0.00000042
5.908000,0.93648122,0.00000144,0.53488122,-0.00000003,-0.00144011,0.00000002,0.06968560,0.00000015,0.00013778,0.00000019,-0.00282721,0.00000042
5.910000,0.93662052,0.00000144,0.53488150,-0.00000002,-0.00144575,0.00000002,0.06955911,0.00000015,0.00013791,0.00000019,-0.00278551,0.00000041
5.912000,0.93675958,0.00000144,0.53488177,-0.00000002,-0.00145130,0.00000002,0.06943140,0.00000015,0.00013799,0.00000019,-0.00274332,0.00000040
5.914000,0.93689838,0.00000144,0.53488205,-0.00000002,-0.00145676,0.00000002,0.06930280,0.00000015,0.00013801,0.00000019,-0.00270119,0.00000039
5.916000,0.93703692,0.00000144,0.53488232,-0.00000002,-0.00146214,0.00000003,0.06917361,0.00000015,0.00013797,0.00000019,-0.00265964,0.00000038
5.918000,0.93717520,0.00000144,0.53488260,-0.00000002,-0.00146744,0.00000003,0.06904407,0.00000015,0.00013787,0.00000019,-0.00261909,0.00000037
5.920000,0.93731322,0.00000144,0.53488288,-0.00000002,-0.00147266,0.00000003,0.06891417,0.00000015,0.00013785,0.00000019,-0.00257951,0.00000036
5.922000,0.93745099,0.00000144,0.53488315,-0.00000002,-0.00147780,0.00000003,0.06878372,0.00000015,0.00013791,0.00000020,-0.00254050,0.00000036
5.924000,0.93758849,0.00000144,0.53488343,-0.00000002,-0.00148286,0.00000003,0.06865252,0.00000015,0.00013807,0.00000020,-0.00250168,0.00000035
5.926000,0.93772573,0.00000144,0.53488370,-0.00000002,-0.00148784,0.00000003,0.06852036,0.00000015,0.00013832,0.00000020,-0.00246263,0.00000034
5.928000,0.93786270,0.00000144,0.53488398,-0.00000002,-0.00149275,0.00000003,0.06838703,0.00000015,0.00013869,0.00000020,-0.00242293,0.00000033
5.930000,0.93799941,0.00000145,0.53488426,-0.00000002,-0.00149758,0.00000003,0.06825250,0.00000015,0.00013906,0.00000020,-0.00238245,0.00000031
5.932000,0.93813585,0.00000145,0.53488454,-0.00000002,-0.00150232,0.00000003,0.06811701,0.00000015,0.00013938,0.00000020,-0.00234161,0.00000030
5.934000,0.93827201,0.00000145,0.53488482,-0.00000002,-0.00150698,0.00000003,0.06798087,0.00000015,0.00013964,0.00000020,-0.00230091,0.00000029
5.936000,0.93840791,0.00000145,0.53488510,-0.00000002,-0.00151157,0.00000003,0.06784440,0.00000014,0.00013982,0.00000020,-0.00226088,0.00000028
5.938000,0.93854353,0.00000145,0.53488537,-0.00000002,-0.00151607,0.00000003,0.06770783,0.00000014,0.00013994,0.00000020,-0.00222188,0.00000026
5.940000,0.93867887,0.00000145,0.53488565,-0.00000002,-0.00152049,0.00000003,0.06757114,0.00000014,0.00014013,0.00000020,-0.00218386,0.00000025
5.942000,0.93881395,0.00000145,0.53488594,-0.00000002,-0.00152484,0.00000003,0.06743412,0.00000014,0.00014040,0.00000020,-0.00214637,0.00000024
5.944000,0.93894875,0.00000145,0.53488622,-0.00000002,-0.00152911,0.00000003,0.06729654,0.00000014,0.00014075,0.00000020,-0.00210896,0.00000023
5.946000,0.93908327,0.00000145,0.53488650,-0.00000002,-0.00153331,0.00000003,0.06715818,0.00000014,0.00014120,0.00000020,-0.00207116,0.00000021
5.948000,0.93921752,0.00000145,0.53488678,-0.00000002,-0.00153744,0.00000003,0.06701878,0.00000014,0.00014176,0.00000020,-0.00203247,0.00000020
5.950000,0.93935149,0.00000145,0.53488706,-0.00000002,-0.00154148,0.00000004,0.06687811,0.00000014,0.00014245,0.00000020,-0.00199238,0.00000019
5.952000,0.93948517,0.00000145,0.53488735,-0.00000002,-0.00154545,0.00000004,0.06673609,0.00000014,0.00014315,0.00000020,-0.00195067,0.00000017
5.954000,0.93961857,0.00000145,0.53488764,-0.00000002,-0.00154933,0.00000004,0.06659295,0.00000014,0.00014382,0.00000020,-0.00190768,0.00000015
5.956000,0.93975169,0.00000145,0.53488792,-0.00000002,-0.00155312,0.00000004,0.06644901,0.00000014,0.00014444,0.00000020,-0.00186387,0.00000014
5.958000,0.93988451,0.00000145,0.53488821,-0.00000002,-0.00155683,0.00000004,0.06630457,0.00000014,0.00014499,0.00000020,-0.00181972,0.00000012
5.960000,0.94001705,0.00000145,0.53488850,-0.00000002,-0.00156044,0.00000004,0.06615994,0.00000013,0.00014546,0.00000020,-0.00177566,0.00000010
5.962000,0.94014930,0.00000145,0.53488879,-0.00000001,-0.00156397,0.00000004,0.06601544,0.00000013,0.00014583,0.00000019,-0.00173216,0.00000008
5.964000,0.94028125,0.00000145,0.53488909,-0.00000001,-0.00156742,0.00000004,0.06587129,0.00000013,0.00014612,0.00000019,-0.00168953,0.00000007
5.966000,0.94041293,0.00000145,0.53488938,-0.00000001,-0.00157077,0.00000004,0.06572748,0.00000013,0.00014645,0.00000019,-0.00164768,0.00000005
