t,x,y,z,roll,pitch,yaw,vx,vy,vz,wx,wy,wz
1.890000,0.34636816,-0.00000836,0.53247062,-0.00000083,-0.01029491,0.00000000,0.18358769,0.00000409,0.00418914,0.00000802,-0.03588631,-0.00000043
1.892000,0.34673533,-0.00000835,0.53247895,-0.00000081,-0.01036639,0.00000000,0.18357573,0.00000411,0.00409276,0.00000809,-0.03530266,-0.00000042
1.894000,0.34710248,-0.00000835,0.53248708,-0.00000080,-0.01043670,0.00000000,0.18356411,0.00000413,0.00399577,0.00000816,-0.03471695,-0.00000041
1.896000,0.34746960,-0.00000834,0.53249503,-0.00000078,-0.01050584,-0.00000000,0.18355239,0.00000415,0.00389814,0.00000824,-0.03412941,-0.00000040
1.898000,0.34783670,-0.00000833,0.53250277,-0.00000076,-0.01057381,-0.00000000,0.18353969,0.00000418,0.00379987,0.00000831,-0.03353950,-0.00000039
1.900000,0.34820377,-0.00000832,0.53251032,-0.00000075,-0.01064059,-0.00000000,0.18352437,0.00000421,0.00370090,0.00000839,-0.03294527,-0.00000038
1.902000,0.34857081,-0.00000831,0.53251768,-0.00000073,-0.01070618,-0.00000000,0.18350368,0.00000425,0.00360115,0.00000848,-0.03234241,-0.00000038
1.904000,0.34893781,-0.00000830,0.53252483,-0.00000071,-0.01077056,-0.00000000,0.18347581,0.00000430,0.00350058,0.00000857,-0.03172803,-0.00000038
1.906000,0.34930474,-0.00000830,0.53253178,-0.00000070,-0.01083371,-0.00000000,0.18344149,0.00000435,0.00339923,0.00000867,-0.03110341,-0.00000038
1.908000,0.34967160,-0.00000829,0.53253853,-0.00000068,-0.01089560,-0.00000001,0.18340355,0.00000441,0.00329791,0.00000878,-0.03047332,-0.00000039
1.910000,0.35003839,-0.00000828,0.53254507,-0.00000066,-0.01095623,-0.00000001,0.18336698,0.00000447,0.00319846,0.00000887,-0.02984651,-0.00000039
1.912000,0.35040511,-0.00000827,0.53255142,-0.00000064,-0.01101561,-0.00000001,0.18333690,0.00000450,0.00310283,0.00000891,-0.02923211,-0.00000039
1.914000,0.35077177,-0.00000826,0.53255758,-0.00000063,-0.01107378,-0.00000001,0.18331366,0.00000452,0.00301102,0.00000890,-0.02863073,-0.00000038
1.916000,0.35113839,-0.00000825,0.53256356,-0.00000061,-0.01113074,-0.00000001,0.18329049,0.00000453,0.00291985,0.00000887,-0.02802985,-0.00000037
1.918000,0.35150496,-0.00000824,0.53256935,-0.00000059,-0.01118650,-0.00000001,0.18326515,0.00000455,0.00282813,0.00000884,-0.02742573,-0.00000036
1.920000,0.35187147,-0.00000823,0.53257496,-0.00000057,-0.01124104,-0.00000001,0.18323786,0.00000457,0.00273583,0.00000881,-0.02681926,-0.00000035
1.922000,0.35223794,-0.00000822,0.53258039,-0.00000055,-0.01129438,-0.00000001,0.18320885,0.00000459,0.00264295,0.00000879,-0.02621128,-0.00000034
1.924000,0.35260434,-0.00000821,0.53258563,-0.00000054,-0.01134650,-0.00000001,0.18317831,0.00000463,0.00254950,0.00000877,-0.02560236,-0.00000034
1.926000,0.35297068,-0.00000821,0.53259068,-0.00000052,-0.01139740,-0.00000001,0.18314632,0.00000467,0.00245548,0.00000876,-0.02499290,-0.00000033
1.928000,0.35333695,-0.00000820,0.53259554,-0.00000050,-0.01144708,-0.00000001,0.18311294,0.00000471,0.00236090,0.00000875,-0.02438310,-0.00000032
1.930000,0.35370316,-0.00000819,0.53260022,-0.00000048,-0.01149554,-0.00000002,0.18307814,0.00000477,0.00226576,0.00000874,-0.02377300,-0.00000031
1.932000,0.35406930,-0.00000818,0.53260470,-0.00000047,-0.01154278,-0.00000002,0.18304189,0.00000484,0.00217006,0.00000875,-0.02316248,-0.00000030
1.934000,0.35443537,-0.00000817,0.53260899,-0.00000045,-0.01158880,-0.00000002,0.18300406,0.00000491,0.00207380,0.00000876,-0.02255127,-0.00000029
1.936000,0.35480136,-0.00000816,0.53261309,-0.00000043,-0.01163360,-0.00000002,0.18296456,0.00000500,0.00197697,0.00000879,-0.02193905,-0.00000028
1.938000,0.35516726,-0.00000815,0.53261700,-0.00000041,-0.01167717,-0.00000002,0.18292326,0.00000510,0.00187955,0.00000883,-0.02132528,-0.00000028
1.940000,0.35553309,-0.00000814,0.53262071,-0.00000040,-0.01171951,-0.00000002,0.18287981,0.00000521,0.00178151,0.00000889,-0.02070903,-0.00000027
1.942000,0.35589883,-0.00000813,0.53262422,-0.00000038,-0.01176062,-0.00000002,0.18283387,0.00000534,0.00168289,0.00000896,-0.02008918,-0.00000026
1.944000,0.35626447,-0.00000812,0.53262754,-0.00000036,-0.01180049,-0.00000002,0.18278506,0.00000548,0.00158367,0.00000906,-0.01946438,-0.00000025
1.946000,0.35663001,-0.00000810,0.53263065,-0.00000034,-0.01183910,-0.00000002,0.18273290,0.00000563,0.00148385,0.00000918,-0.01883294,-0.00000025
1.948000,0.35699545,-0.00000809,0.53263357,-0.00000032,-0.01187645,-0.00000002,0.18267682,0.00000580,0.00138341,0.00000932,-0.01819277,-0.00000025
1.950000,0.35736078,-0.00000808,0.53263629,-0.00000031,-0.01191251,-0.00000002,0.18261614,0.00000599,0.00128235,0.00000950,-0.01754127,-0.00000025
1.952000,0.35772598,-0.00000807,0.53263880,-0.00000029,-0.01194726,-0.00000002,0.18255037,0.00000620,0.00118072,0.00000972,-0.01687589,-0.00000026
1.954000,0.35809104,-0.00000806,0.53264111,-0.00000027,-0.01198067,-0.00000002,0.18248243,0.00000641,0.00107998,0.00000995,-0.01620028,-0.00000027
1.956000,0.35845598,-0.00000804,0.53264322,-0.00000025,-0.01201274,-0.00000003,0.18241984,0.00000660,0.00098361,0.00001014,-0.01552682,-0.00000028
1.958000,0.35882079,-0.00000803,0.53264515,-0.00000023,-0.01204346,-0.00000003,0.18237167,0.00000673,0.00089566,0.00001021,-0.01487132,-0.00000027
1.960000,0.35918552,-0.00000802,0.53264690,-0.00000021,-0.01207289,-0.00000003,0.18234809,0.00000675,0.00082051,0.00001008,-0.01425284,-0.00000026
1.962000,0.35955021,-0.00000800,0.53264850,-0.00000019,-0.01210109,-0.00000003,0.18233686,0.00000672,0.00075283,0.00000982,-0.01364922,-0.00000023
1.964000,0.35991487,-0.00000799,0.53264998,-0.00000017,-0.01212809,-0.00000003,0.18232258,0.00000667,0.00068577,0.00000957,-0.01303312,-0.00000021
1.966000,0.36027951,-0.00000798,0.53265131,-0.00000015,-0.01215384,-0.00000003,0.18230362,0.00000664,0.00061842,0.00000934,-0.01240355,-0.00000020
1.968000,0.36064411,-0.00000796,0.53265252,-0.00000013,-0.01217833,-0.00000003,0.18228057,0.00000661,0.00055078,0.00000912,-0.01176340,-0.00000019
1.970000,0.36100866,-0.00000795,0.53265359,-0.00000011,-0.01220153,-0.00000003,0.18225379,0.00000659,0.00048285,0.00000892,-0.01111485,-0.00000018
1.972000,0.36137315,-0.00000794,0.53265452,-0.00000009,-0.01222343,-0.00000003,0.18222345,0.00000657,0.00041467,0.00000873,-0.01045943,-0.00000017
1.974000,0.36173758,-0.00000792,0.53265531,-0.00000008,-0.01224402,-0.00000003,0.18218995,0.00000657,0.00034628,0.00000856,-0.00979885,-0.00000017
1.976000,0.36210194,-0.00000791,0.53265597,-0.00000006,-0.01226329,-0.00000003,0.18215380,0.00000657,0.00027770,0.00000840,-0.00913482,-0.00000017
1.978000,0.36246623,-0.00000790,0.53265649,-0.00000004,-0.01228122,-0.00000003,0.18211544,0.00000658,0.00020895,0.00000825,-0.00846876,-0.00000017
1.980000,0.36283044,-0.00000788,0.53265688,-0.00000003,-0.01229783,-0.00000003,0.18207525,0.00000660,0.00014006,0.00000811,-0.00780181,-0.00000017
1.982000,0.36319457,-0.00000787,0.53265712,-0.00000001,-0.01231310,-0.00000003,0.18203356,0.00000663,0.00007104,0.00000798,-0.00713493,-0.00000017
1.984000,0.36355862,-0.00000786,0.53265723,0.00000001,-0.01232704,-0.00000003,0.18199065,0.00000667,0.00000191,0.00000787,-0.00646892,-0.00000018
1.986000,0.36392258,-0.00000784,0.53265720,0.00000002,-0.01233964,-0.00000003,0.18194677,0.00000672,-0.00006731,0.00000776,-0.00580444,-0.00000018
1.988000,0.36428645,-0.00000783,0.53265703,0.00000004,-0.01235092,-0.00000003,0.18190214,0.00000678,-0.00013660,0.00000766,-0.00514210,-0.00000018
1.990000,0.36465023,-0.00000782,0.53265672,0.00000005,-0.01236087,-0.00000004,0.18185693,0.00000685,-0.00020595,0.00000757,-0.00448241,-0.00000018
1.992000,0.36501392,-0.00000780,0.53265627,0.00000007,-0.01236951,-0.00000004,0.18181131,0.00000692,-0.00027535,0.00000749,-0.00382585,-0.00000018
1.994000,0.36537752,-0.00000779,0.53265569,0.00000008,-0.01237683,-0.00000004,0.18176544,0.00000701,-0.00034477,0.00000741,-0.00317289,-0.00000017
1.996000,0.36574103,-0.00000778,0.53265496,0.00000010,-0.01238285,-0.00000004,0.18171943,0.00000710,-0.00041420,0.00000734,-0.00252395,-0.00000017
1.998000,0.36610444,-0.00000776,0.53265410,0.00000011,-0.01238758,-0.00000004,0.18181400,0.00000720,-0.00047546,0.00000721,-0.00596216,0.00000024
2.000000,0.36646822,-0.00000775,0.53265312,0.00000013,-0.01240385,-0.00000004,0.18211395,0.00000729,-0.00052899,0.00000701,-0.01456346,0.00000120
2.002000,0.36683260,-0.00000773,0.53265204,0.00000014,-0.01243700,-0.00000003,0.18242455,0.00000739,-0.00058810,0.00000684,-0.02235032,0.00000209
2.004000,0.36719761,-0.00000772,0.53265083,0.00000015,-0.01248522,-0.00000003,0.18273571,0.00000749,-0.00065311,0.00000669,-0.02915497,0.00000289
2.006000,0.36756323,-0.00000770,0.53264949,0.00000017,-0.01254658,-0.00000002,0.18304491,0.00000758,-0.00072383,0.00000657,-0.03503873,0.00000362
2.008000,0.36792948,-0.00000769,0.53264800,0.00000018,-0.01261928,-0.00000002,0.18335011,0.00000768,-0.00080003,0.00000647,-0.04006877,0.00000426
2.010000,0.36829633,-0.00000767,0.53264636,0.00000019,-0.01270163,-0.00000001,0.18364947,0.00000778,-0.00088151,0.00000639,-0.04430936,0.00000481
2.012000,0.36866377,-0.00000766,0.53264456,0.00000021,-0.01279209,0.00000000,0.18394133,0.00000788,-0.00096805,0.00000632,-0.04782161,0.00000529
2.014000,0.36903180,-0.00000764,0.53264258,0.00000022,-0.01288924,0.00000001,0.18422421,0.00000797,-0.00105944,0.00000627,-0.05066364,0.00000569
2.016000,0.36940038,-0.00000763,0.53264041,0.00000023,-0.01299175,0.00000002,0.18449679,0.00000807,-0.00115548,0.00000622,-0.05289066,0.00000601
2.018000,0.36976951,-0.00000761,0.53263805,0.00000024,-0.01309843,0.00000004,0.18475794,0.00000816,-0.00125596,0.00000619,-0.05455509,0.00000626
2.020000,0.37013915,-0.00000759,0.53263549,0.00000026,-0.01320818,0.00000005,0.18500667,0.00000826,-0.00136069,0.00000616,-0.05570658,0.00000645
2.022000,0.37050928,-0.00000758,0.53263271,0.00000027,-0.01331999,0.00000006,0.18524217,0.00000835,-0.00146947,0.00000614,-0.05639217,0.00000657
2.024000,0.37087988,-0.00000756,0.53262972,0.00000028,-0.01343296,0.00000007,0.18546376,0.00000845,-0.00158211,0.00000612,-0.05665627,0.00000663
2.026000,0.37125091,-0.00000754,0.53262649,0.00000029,-0.01354626,0.00000009,0.18567092,0.00000854,-0.00169840,0.00000610,-0.05654074,0.00000663
2.028000,0.37162235,-0.00000753,0.53262304,0.00000030,-0.01365915,0.00000010,0.18586327,0.00000863,-0.00181817,0.00000608,-0.05608494,0.00000658
2.030000,0.37199417,-0.00000751,0.53261934,0.00000032,-0.01377098,0.00000011,0.18604057,0.00000872,-0.00194124,0.00000607,-0.05532580,0.00000648
2.032000,0.37236633,-0.00000749,0.53261539,0.00000033,-0.01388115,0.00000013,0.18620276,0.00000881,-0.00206740,0.00000606,-0.05429786,0.00000634
2.034000,0.37273882,-0.00000747,0.53261120,0.00000034,-0.01398914,0.00000014,0.18634992,0.00000890,-0.00219649,0.00000604,-0.05303338,0.00000616
2.036000,0.37311158,-0.00000745,0.53260674,0.00000035,-0.01409449,0.00000015,0.18648238,0.00000899,-0.00232832,0.00000603,-0.05156249,0.00000595
2.038000,0.37348461,-0.00000744,0.53260201,0.00000036,-0.01419682,0.00000016,0.18660072,0.00000908,-0.00246270,0.00000601,-0.04991338,0.00000571
2.040000,0.37385786,-0.00000742,0.53259702,0.00000037,-0.01429576,0.00000017,0.18670560,0.00000916,-0.00259942,0.00000599,-0.04811202,0.00000545
2.042000,0.37423132,-0.00000740,0.53259175,0.00000039,-0.01439103,0.00000018,0.18679741,0.00000924,-0.00273830,0.00000596,-0.04618168,0.00000516
2.044000,0.37460496,-0.00000738,0.53258621,0.00000040,-0.01448239,0.00000019,0.18687609,0.00000932,-0.00287915,0.00000593,-0.04414264,0.00000486
2.046000,0.37497875,-0.00000736,0.53258038,0.00000041,-0.01456962,0.00000020,0.18694004,0.00000939,-0.00302174,0.00000589,-0.04201019,0.00000454
2.048000,0.37535265,-0.00000734,0.53257426,0.00000042,-0.01465254,0.00000021,0.18698641,0.00000947,-0.00316572,0.00000585,-0.03979507,0.00000420
2.050000,0.37572664,-0.00000733,0.53256786,0.00000043,-0.01473100,0.00000022,0.18701279,0.00000954,-0.00331070,0.00000582,-0.03750621,0.00000385
2.052000,0.37610067,-0.00000731,0.53256116,0.00000044,-0.01480484,0.00000023,0.18702135,0.00000962,-0.00345620,0.00000577,-0.03515825,0.00000348
2.054000,0.37647472,-0.00000729,0.53255418,0.00000046,-0.01487399,0.00000023,0.18706112,0.00000968,-0.00360222,0.00000571,-0.03285098,0.00000316
2.056000,0.37684889,-0.00000727,0.53254690,0.00000047,-0.01493857,0.00000024,0.18714839,0.00000976,-0.00374761,0.00000567,-0.03062684,0.00000289
2.058000,0.37722322,-0.00000725,0.53253933,0.00000048,-0.01499871,0.00000025,0.18721856,0.00000984,-0.00389086,0.00000563,-0.02838253,0.00000261
2.060000,0.37759769,-0.00000723,0.53253148,0.00000049,-0.01505434,0.00000025,0.18726082,0.00000992,-0.00403222,0.00000559,-0.02611323,0.00000232
2.062000,0.37797222,-0.00000721,0.53252335,0.00000050,-0.01510543,0.00000025,0.18727970,0.00001001,-0.00417173,0.00000554,-0.02383914,0.00000203
2.064000,0.37834678,-0.00000719,0.53251493,0.00000051,-0.01515197,0.00000026,0.18727911,0.00001010,-0.00430925,0.00000550,-0.02157625,0.00000173
2.066000,0.37872133,-0.00000717,0.53250625,0.00000052,-0.01519400,0.00000026,0.18726241,0.00001019,-0.00444468,0.00000545,-0.01933694,0.00000145
2.068000,0.37909584,-0.00000715,0.53249729,0.00000053,-0.01523157,0.00000026,0.18723246,0.00001027,-0.00457793,0.00000540,-0.01713059,0.00000117
2.070000,0.37947029,-0.00000713,0.53248807,0.00000054,-0.01526474,0.00000027,0.18719172,0.00001036,-0.00470891,0.00000535,-0.01496414,0.00000090
2.072000,0.37984465,-0.00000711,0.53247859,0.00000056,-0.01529360,0.00000027,0.18714229,0.00001045,-0.00483755,0.00000530,-0.01284251,0.00000064
2.074000,0.38021891,-0.00000709,0.53246885,0.00000057,-0.01531825,0.00000027,0.18708589,0.00001054,-0.00496378,0.00000524,-0.01076896,0.00000039
2.076000,0.38059305,-0.00000706,0.53245886,0.00000058,-0.01533877,0.00000027,0.18702397,0.00001062,-0.00508755,0.00000518,-0.00874543,0.00000017
2.078000,0.38096706,-0.00000704,0.53244862,0.00000059,-0.01535526,0.00000027,0.18695768,0.00001071,-0.00520882,0.00000511,-0.00677276,-0.00000005
2.080000,0.38134094,-0.00000702,0.53243814,0.00000060,-0.01536784,0.00000027,0.18688791,0.00001079,-0.00532754,0.00000504,-0.00485090,-0.00000024
2.082000,0.38171468,-0.00000700,0.53242743,0.00000061,-0.01537660,0.00000027,0.18681532,0.00001087,-0.00544368,0.00000497,-0.00297907,-0.00000042
2.084000,0.38208828,-0.00000698,0.53241649,0.00000062,-0.01538164,0.00000027,0.18674032,0.00001094,-0.00555720,0.00000489,-0.00115590,-0.00000059
2.086000,0.38246172,-0.00000696,0.53240532,0.00000063,-0.01538306,0.00000027,0.18666313,0.00001102,-0.00566809,0.00000481,0.00062059,-0.00000074
2.088000,0.38283501,-0.00000693,0.53239393,0.00000064,-0.01538095,0.00000026,0.18658371,0.00001109,-0.00577632,0.00000473,0.00235283,-0.00000088
2.090000,0.38320813,-0.00000691,0.53238232,0.00000065,-0.01537539,0.00000026,0.18650186,0.00001115,-0.00588188,0.00000464,0.00404380,-0.00000101
2.092000,0.38358109,-0.00000689,0.53237050,0.00000065,-0.01536647,0.00000026,0.18641719,0.00001121,-0.00598476,0.00000455,0.00569690,-0.00000112
2.094000,0.38395389,-0.00000687,0.53235848,0.00000066,-0.01535427,0.00000026,0.18632925,0.00001127,-0.00608495,0.00000445,0.00731582,-0.00000123
2.096000,0.38432650,-0.00000684,0.53234627,0.00000067,-0.01533884,0.00000025,0.18623786,0.00001133,-0.00618243,0.00000436,0.00890405,-0.00000132
2.098000,0.38469893,-0.00000682,0.53233385,0.00000068,-0.01532025,0.00000025,0.18614396,0.00001138,-0.00627717,0.00000426,0.01046322,-0.00000141
2.100000,0.38507117,-0.00000680,0.53232125,0.00000069,-0.01529855,0.00000025,0.18605099,0.00001143,-0.00636907,0.00000416,0.01199041,-0.00000149
2.102000,0.38544323,-0.00000678,0.53230847,0.00000070,-0.01527382,0.00000025,0.18596270,0.00001147,-0.00645805,0.00000405,0.01348188,-0.00000156
2.104000,0.38581511,-0.00000675,0.53229551,0.00000071,-0.01524612,0.00000024,0.18587940,0.00001151,-0.00654407,0.00000394,0.01493978,-0.00000161
2.106000,0.38618683,-0.00000673,0.53228238,0.00000071,-0.01521553,0.00000024,0.18579954,0.00001154,-0.00662717,0.00000383,0.01636902,-0.00000165
2.108000,0.38655839,-0.00000671,0.53226909,0.00000072,-0.01518208,0.00000024,0.18572162,0.00001157,-0.00670737,0.00000371,0.01777405,-0.00000169
2.110000,0.38692979,-0.00000668,0.53225563,0.00000073,-0.01514584,0.00000023,0.18564433,0.00001159,-0.00678469,0.00000358,0.01915866,-0.00000172
2.112000,0.38730104,-0.00000666,0.53224202,0.00000074,-0.01510684,0.00000023,0.18556886,0.00001160,-0.00686005,0.00000345,0.02052199,-0.00000174
2.114000,0.38767215,-0.00000664,0.53222827,0.00000074,-0.01506512,0.00000022,0.18550385,0.00001162,-0.00693716,0.00000334,0.02184932,-0.00000175
2.116000,0.38804312,-0.00000661,0.53221435,0.00000075,-0.01502077,0.00000022,0.18544517,0.00001164,-0.00701470,0.00000324,0.02314812,-0.00000175
2.118000,0.38841398,-0.00000659,0.53220029,0.00000076,-0.01497383,0.00000022,0.18538492,0.00001165,-0.00708957,0.00000314,0.02443200,-0.00000174
2.120000,0.38878472,-0.00000657,0.53218607,0.00000076,-0.01492433,0.00000021,0.18532249,0.00001167,-0.00716132,0.00000304,0.02570140,-0.00000174
2.122000,0.38915534,-0.00000654,0.53217171,0.00000077,-0.01487230,0.00000021,0.18525834,0.00001168,-0.00722994,0.00000294,0.02695508,-0.00000173
2.124000,0.38952582,-0.00000652,0.53215722,0.00000077,-0.01481777,0.00000021,0.18519281,0.00001170,-0.00729539,0.00000284,0.02819213,-0.00000172
2.126000,0.38989617,-0.00000650,0.53214260,0.00000078,-0.01476078,0.00000020,0.18512620,0.00001171,-0.00735767,0.00000275,0.02941188,-0.00000171
2.128000,0.39026639,-0.00000647,0.53212785,0.00000079,-0.01470135,0.00000020,0.18505877,0.00001172,-0.00741674,0.00000266,0.03061387,-0.00000170
2.130000,0.39063648,-0.00000645,0.53211299,0.00000079,-0.01463953,0.00000020,0.18499069,0.00001173,-0.00747261,0.00000256,0.03179777,-0.00000168
2.132000,0.39100642,-0.00000643,0.53209802,0.00000080,-0.01457535,0.00000019,0.18492211,0.00001174,-0.00752525,0.00000247,0.03296339,-0.00000166
2.134000,0.39137623,-0.00000640,0.53208294,0.00000080,-0.01450884,0.00000019,0.18485317,0.00001175,-0.00757465,0.00000238,0.03411064,-0.00000164
2.136000,0.39174590,-0.00000638,0.53206777,0.00000081,-0.01444005,0.00000019,0.18478396,0.00001175,-0.00762081,0.00000229,0.03523948,-0.00000162
2.138000,0.39211544,-0.00000636,0.53205251,0.00000081,-0.01436902,0.00000018,0.18471453,0.00001176,-0.00766372,0.00000221,0.03634991,-0.00000160
2.140000,0.39248483,-0.00000633,0.53203716,0.00000082,-0.01429577,0.00000018,0.18464495,0.00001176,-0.00770337,0.00000212,0.03744198,-0.00000158
2.142000,0.39285409,-0.00000631,0.53202173,0.00000082,-0.01422035,0.00000018,0.18457526,0.00001177,-0.00773976,0.00000203,0.03851575,-0.00000155
2.144000,0.39322320,-0.00000629,0.53200624,0.00000082,-0.01414279,0.00000017,0.18450549,0.00001177,-0.00777289,0.00000195,0.03957132,-0.00000153
2.146000,0.39359218,-0.00000626,0.53199068,0.00000083,-0.01406312,0.00000017,0.18443564,0.00001177,-0.00780274,0.00000186,0.04060875,-0.00000150
2.148000,0.39396102,-0.00000624,0.53197506,0.00000083,-0.01398139,0.00000017,0.18436573,0.00001177,-0.00782933,0.00000178,0.04162815,-0.00000147
2.150000,0.39432971,-0.00000622,0.53195939,0.00000083,-0.01389763,0.00000017,0.18429577,0.00001177,-0.00785266,0.00000169,0.04262960,-0.00000144
2.152000,0.39469827,-0.00000619,0.53194367,0.00000084,-0.01381188,0.00000016,0.18422575,0.00001177,-0.00787272,0.00000161,0.04361318,-0.00000141
2.154000,0.39506668,-0.00000617,0.53192792,0.00000084,-0.01372417,0.00000016,0.18415568,0.00001177,-0.00788952,0.00000153,0.04457897,-0.00000138
2.156000,0.39543496,-0.00000614,0.53191213,0.00000084,-0.01363453,0.00000016,0.18408554,0.00001176,-0.00790306,0.00000145,0.04552705,-0.00000135
2.158000,0.39580310,-0.00000612,0.53189632,0.00000085,-0.01354301,0.00000015,0.18401533,0.00001176,-0.00791336,0.00000137,0.04645748,-0.00000132
2.160000,0.39617109,-0.00000610,0.53188049,0.00000085,-0.01344964,0.00000015,0.18394504,0.00001175,-0.00792042,0.00000129,0.04737031,-0.00000129
2.162000,0.39653895,-0.00000607,0.53186464,0.00000085,-0.01335445,0.00000015,0.18387466,0.00001175,-0.00792424,0.00000121,0.04826561,-0.00000126
2.164000,0.39690666,-0.00000605,0.53184880,0.00000086,-0.01325748,0.00000015,0.18380419,0.00001174,-0.00792485,0.00000113,0.04914342,-0.00000122
2.166000,0.39727423,-0.00000603,0.53183295,0.00000086,-0.01315876,0.00000014,0.18373360,0.00001173,-0.00792224,0.00000105,0.05000377,-0.00000119
2.168000,0.39764167,-0.00000600,0.53181710,0.00000086,-0.01305833,0.00000014,0.18366290,0.00001172,-0.00791644,0.00000097,0.05084671,-0.00000116
2.170000,0.39800896,-0.00000598,0.53180128,0.00000086,-0.01295622,0.00000014,0.18359208,0.00001171,-0.00790745,0.00000089,0.05167226,-0.00000113
2.172000,0.39837611,-0.00000596,0.53178547,0.00000086,-0.01285247,0.00000014,0.18352112,0.00001170,-0.00789530,0.00000081,0.05248046,-0.00000110
2.174000,0.39874311,-0.00000593,0.53176968,0.00000086,-0.01274711,0.00000014,0.18345002,0.00001169,-0.00787999,0.00000074,0.05327133,-0.00000107
2.176000,0.39910998,-0.00000591,0.53175393,0.00000087,-0.01264018,0.00000013,0.18337878,0.00001168,-0.00786155,0.00000066,0.05404490,-0.00000104
2.178000,0.39947670,-0.00000589,0.53173822,0.00000087,-0.01253171,0.00000013,0.18330739,0.00001167,-0.00784000,0.00000058,0.05480118,-0.00000101
2.180000,0.39984328,-0.00000586,0.53172255,0.00000087,-0.01242173,0.00000013,0.18323584,0.00001165,-0.00781535,0.00000051,0.05554019,-0.00000098
2.182000,0.40020971,-0.00000584,0.53170693,0.00000087,-0.01231029,0.00000013,0.18316413,0.00001164,-0.00778762,0.00000043,0.05626197,-0.00000096
2.184000,0.40057601,-0.00000582,0.53169137,0.00000087,-0.01219741,0.00000013,0.18309227,0.00001162,-0.00775685,0.00000036,0.05696653,-0.00000093
2.186000,0.40094215,-0.00000579,0.53167588,0.00000087,-0.01208313,0.00000012,0.18302023,0.00001161,-0.00772304,0.00000028,0.05765388,-0.00000090
2.188000,0.40130816,-0.00000577,0.53166045,0.00000087,-0.01196749,0.00000012,0.18294804,0.00001159,-0.00768623,0.00000021,0.05832406,-0.00000087
2.190000,0.40167402,-0.00000575,0.53164510,0.00000087,-0.01185051,0.00000012,0.18287568,0.00001157,-0.00764644,0.00000014,0.05897708,-0.00000085
2.192000,0.40203973,-0.00000572,0.53162982,0.00000087,-0.01173224,0.00000012,0.18280316,0.00001156,-0.00760370,0.00000006,0.05961298,-0.00000082
2.194000,0.40240530,-0.00000570,0.53161464,0.00000087,-0.01161270,0.00000012,0.18273048,0.00001154,-0.00755804,-0.00000001,0.06023177,-0.00000080
2.196000,0.40277073,-0.00000568,0.53159955,0.00000087,-0.01149193,0.00000012,0.18265764,0.00001152,-0.00750948,-0.00000008,0.06083350,-0.00000078
2.198000,0.40313601,-0.00000566,0.53158455,0.00000087,-0.01136997,0.00000011,0.18258465,0.00001150,-0.00745805,-0.00000015,0.06141817,-0.00000075
2.200000,0.40350114,-0.00000563,0.53156966,0.00000087,-0.01124685,0.00000011,0.18251150,0.00001147,-0.00740379,-0.00000022,0.06198585,-0.00000073
2.202000,0.40386613,-0.00000561,0.53155488,0.00000087,-0.01112260,0.00000011,0.18243821,0.00001145,-0.00734673,-0.00000030,0.06253654,-0.00000071
2.204000,0.40423097,-0.00000559,0.53154022,0.00000087,-0.01099726,0.00000011,0.18236478,0.00001143,-0.00728690,-0.00000037,0.06307030,-0.00000069
2.206000,0.40459566,-0.00000556,0.53152568,0.00000087,-0.01087086,0.00000011,0.18229121,0.00001141,-0.00722433,-0.00000043,0.06358717,-0.00000067
2.208000,0.40496020,-0.00000554,0.53151126,0.00000087,-0.01074343,0.00000011,0.18221751,0.00001138,-0.00715907,-0.00000050,0.06408718,-0.00000065
2.210000,0.40532460,-0.00000552,0.53149698,0.00000087,-0.01061501,0.00000011,0.18214369,0.00001136,-0.00709113,-0.00000057,0.06457038,-0.00000063
2.212000,0.40568885,-0.00000550,0.53148283,0.00000087,-0.01048564,0.00000011,0.18206976,0.00001133,-0.00702057,-0.00000064,0.06503683,-0.00000062
2.214000,0.40605296,-0.00000547,0.53146882,0.00000087,-0.01035533,0.00000010,0.18199571,0.00001131,-0.00694743,-0.00000071,0.06548656,-0.00000060
2.216000,0.40641691,-0.00000545,0.53145497,0.00000086,-0.01022414,0.00000010,0.18192157,0.00001128,-0.00687172,-0.00000077,0.06591964,-0.00000058
2.218000,0.40678072,-0.00000543,0.53144126,0.00000086,-0.01009209,0.00000010,0.18184734,0.00001126,-0.00679351,-0.00000084,0.06633611,-0.00000057
2.220000,0.40714437,-0.00000540,0.53142772,0.00000086,-0.00995922,0.00000010,0.18177302,0.00001123,-0.00671282,-0.00000091,0.06673604,-0.00000055
2.222000,0.40750788,-0.00000538,0.53141433,0.00000086,-0.00982555,0.00000010,0.18169862,0.00001120,-0.00662971,-0.00000097,0.06711947,-0.00000054
2.224000,0.40787124,-0.00000536,0.53140111,0.00000086,-0.00969113,0.00000010,0.18162417,0.00001117,-0.00654420,-0.00000104,0.06748648,-0.00000052
2.226000,0.40823445,-0.00000534,0.53138807,0.00000086,-0.00955598,0.00000010,0.18154965,0.00001114,-0.00645635,-0.00000110,0.06783713,-0.00000051
2.228000,0.40859752,-0.00000532,0.53137520,0.00000085,-0.00942014,0.00000010,0.18147509,0.00001111,-0.00636619,-0.00000117,0.06817147,-0.00000050
